,yelpid,name,lat,lng,distance miles,price rating,price value,review count,review rating,type,address1,city,state,zip
418,TL4KaVKtHJfDeHrAjUFdeQ,Mi'hito Sushi Laboratory,43.6572,-79.38144,1326.0291376126504,$$,2,53,4.0,Sushi Bars,4 Edward Street,Toronto,ON,M5G 1C9
419,FJ4qHGbf_M8pDplD7N-spA,Sorelle and Co,43.6702401,-79.3945423,779.9532552757335,$$,2,50,3.5,Cafes,161 Yorkville Avenue,Toronto,ON,M5R 1C4
420,TKKX9bllRBMzp0NYr441PQ,Mi'Hito Sushi Laboratory,43.65753,-79.40085,754.3845034942797,$$,2,47,4.0,Japanese,285 College Street,Toronto,ON,M5T 1S2
421,nEAd-6fW8F2GRjuNY8TPqQ,Jugemu,43.66343,-79.37062,2012.5047550986264,NO $,0,37,4.0,Sushi Bars,193 Carlton St,Toronto,ON,M5A 2K7
422,orrhJxM6V1USwccG7MlxmA,Light Cafe,43.65594,-79.393,840.7232306205099,$$,2,175,3.5,Cafes,23 Baldwin Street,Toronto,ON,M5T 1L1
423,XD0LjNuPPwJPsTAHecUh7A,Terroni,43.6800112830789,-79.3905191478574,1906.9954777167416,$$$,3,245,3.0,Italian,1095 Yonge Street,Toronto,ON,M4W 2L8
424,oS0CnUbyv0GUoD3L8_3UPQ,Thai Fantasy,43.66513,-79.38488,900.0375207223952,$$,2,125,4.0,Thai,578 Yonge Street,Toronto,ON,M4Y 1Z3
425,li0sU2BBM6P8B5u5-RRCMA,Hidden Burger,43.6465208,-79.3778797,2351.0854120925474,$$,2,47,4.0,Burgers,22 Front Street W,Toronto,ON,M5J 1C4
426,3nCK-90bwHpXMzeHJUi-Sw,Chicken Idol,43.66315,-79.37515,1652.3545823511886,$,1,11,4.5,Middle Eastern,140 Carlton Street,Toronto,ON,M5A 3W7
427,T_Vjy4_Z-F0mFQMLRHDTrQ,Jerk King,43.6654396,-79.4108124,1192.8072173869646,$,1,56,3.5,Caribbean,522 Bloor Street W,Toronto,ON,M6G 1K1
428,2H5EaBEreDzzP7sPmD_oDQ,Churrasqueira Vila Verde Restaurant,43.65117,-79.41061,1797.8564279017548,$$,2,13,4.0,Portuguese,869 Dundas Street W,Toronto,ON,M6J 1V6
429,js9rQZAlA5rr7oSBRRcCDw,Dimmi Bar & Trattoria,43.67017,-79.3927,796.2841185310247,$$,2,176,3.5,Italian,140 Cumberland St,Toronto,ON,M5R 1A8
430,q7MorRPzU_J-iekeDKUKgw,Reposado Bar & Lounge,43.64729,-79.42012,2651.2687627352198,$$,2,128,4.0,Tapas/Small Plates,136 Ossington Avenue,Toronto,ON,M6J 2Z5
431,d8Kz48UDfZ0MPuQpGy2r0Q,Kost,43.64541,-79.3923,2016.7972636586928,$$$,3,115,3.5,Mexican,80 Blue Jays Way,Toronto,ON,M5V 2G3
432,UN0UwUh7jaeX6Jg3lZImCg,Holy Chuck,43.6652110376605,-79.3849245511463,893.3883057141436,$$,2,71,3.5,Burgers,586 Yonge Street,Toronto,ON,M4Y 1Z3
433,l_uAw0K2lkOsyVJATcnwsA,Spicy Mafia,43.65881,-79.39419,508.2417373264617,$$,2,12,3.0,Chinese,181 College Street,Toronto,ON,M5T 1P7
434,tJcpzXzykNSLuzWwa1JQUw,Queen St Warehouse,43.65033,-79.39018,1521.9993796223,$,1,348,3.0,Bars,232 Queen St,Toronto,ON,M5V 1Z6
435,D5oLn4j7eezCAoOsuYr8jA,ND Sushi & Grill,43.65735,-79.40465,983.9581105357279,$$,2,29,4.0,Sushi Bars,370 College St,Toronto,ON,M5T 1S6
436,DBmpoOJubrYfyIpswyql7w,Kobi Korean Restaurant,43.6681878598966,-79.38620287925,939.3342194806112,$$,2,20,3.0,Korean,710 Yonge St,Toronto,ON,M4Y 2B3
437,4_EgrMY-EI-i-xyWixI2qg,Mystic Muffin,43.652457948594,-79.372548881465,2217.4339803700595,$,1,249,4.5,Sandwiches,113 Jarvis Street,Toronto,ON,M5C 2H4
438,T7yKffTuhiIZclsgjfgowA,Pizzeria Via Mercanti,43.65408,-79.402,1137.2646753484858,$$,2,209,4.0,Pizza,188 Augusta Avenue,Toronto,ON,M5T 1M1
439,dd3GZs6zW2t7BM0cbxAzvg,La Palette,43.64797,-79.40098,1754.5151479965402,$$$,3,219,4.0,French,492 Queen Street W,Toronto,ON,M5V 2B3
440,sKrt4CMGyG8YAjxVkk4hPQ,Fusaro's Kitchen,43.64808,-79.39556,1683.395221156322,$$,2,123,4.0,Italian,147 Spadina Avenue,Toronto,ON,M5V 2L7
441,_XV7rJ-RZ7LvJXesGkYlDQ,MaMa Chef Korean Restaurant,43.66444,-79.41534,1585.570614461786,$$,2,52,4.0,Korean,648 Bloor Street W,Toronto,ON,M6G 1K9
442,e178giuAicIhb16ymOtiBg,R&D Restaurant,43.65152,-79.39703,1315.594642068116,$$$,3,231,3.5,Asian Fusion,241 Spadina Avenue,Toronto,ON,M5T 2E2
443,9ET_RUNztevq4_OLAX80Gg,Café Boulud,43.6719213,-79.388922,1105.2792256036253,$$$$,4,242,3.5,Cafes,60 Yorkville Avenue,Toronto,ON,M4W 0A4
444,fC8wkwh1fOJ5CKga5ChsFQ,Taste Of Ramen,43.6632523674851,-79.3956711346823,3.770115126259753,NO $,0,1,3.0,Japanese,,University,ON,
445,imDp2s4TANwV39FfYXTAEA,Bar Sybanne,43.64913,-79.42028,2545.288876260962,$$$,3,72,4.5,Mediterranean,229 Ossington Avenue,Toronto,ON,M6J 2Z8
446,lVVJMvqu4LXL5rBqjO6eqg,Tofu Village - House of Soon Tofu,43.66371,-79.4165699,1687.5431055888778,$$,2,184,4.0,Korean,681 Bloor Street W,Toronto,ON,M6G 4B9
447,bLtC8xJXkd1b6MT0KjnSvw,The Captain's Boil,43.66237,-79.38378,968.3527151314383,$$,2,205,3.5,Seafood,476 Yonge St,Toronto,ON,M4Y 1X5
448,Sp8dpnVOh0SG4_4A3IOT_w,Golden Patty,43.6545599,-79.40107,1064.0300746512023,$,1,84,4.0,Caribbean,187 Baldwin Street,Toronto,ON,M5T 1M1
449,u6JJojkbqVlVI4NqKsL54Q,DOMA,43.65547,-79.4141,1716.7836693011411,$$$,3,57,4.0,Korean,50C Clinton Street,Toronto,ON,M6G 2Y3
450,U3A716YhAWFkyURKcfUo7A,Cosmic Treats,43.65401,-79.40148,1124.9499000479702,$$,2,104,4.0,Ice Cream & Frozen Yogurt,207 Augusta Avenue,Toronto,ON,M5T 2L4
451,hlrZHM4D48XiQtXh6cRg_w,The Old Spaghetti Factory,43.6469106,-79.3743409,2503.102114906253,$$,2,306,3.0,Italian,54 The Esplanade,Toronto,ON,M5E 1A6
452,8Q_pczH1uBghV495-Ba6WA,Resto Boemo,43.65035,-79.38378,1727.1792559226687,NO $,0,42,4.0,Comfort Food,111 Richmond Street W,Toronto,ON,M5H 3K6
453,m_5-Klux3KcRQVo1EOtcig,Evoo Ristorante,43.67441,-79.39672,1246.4466603223107,$$$$,4,29,4.5,Wine Bars,138 Avenue Road,Toronto,ON,M5R 2H6
454,MmwKWBBrR0NF05hGBxnWjA,Veda Healthy IndianTakeout,43.66002,-79.39467,369.8128865555707,$,1,22,3.0,Indian,Sandford Fleming Building,Toronto,ON,M5S
455,SOkat3uLjX__3-tCowhlHg,Rudy,43.65489,-79.41474,1796.1598567811968,$$,2,116,4.0,Burgers,619 College Street,Toronto,ON,M5V 2C5
456,ctTiEiUTY_FvnZ0ovBeZWQ,Ho Ga Oriental Cuisine,43.64768,-79.38294,2015.077379814032,$,1,24,4.0,Asian Fusion,121 King Street W,Toronto,ON,M5H 3T9
457,1I3PnP5FSkur8AXp6izLOw,The Dime,43.6476526616345,-79.4026391208172,1824.658181988062,$,1,60,4.0,Bars,538 Queen Street West,Toronto,ON,M5V 2B5
458,C9QVknXuoDBdR9CBa_Flyw,Saffron Spice Kitchen,43.6485506,-79.3972173,1641.9445835116535,$,1,108,4.0,Indian,459 Queen Street W,Toronto,ON,M5V 2A9
459,xL9EhlYVMSe2mdkisYjXog,The Halal Guys,43.66524,-79.38453,923.4940713229979,$$,2,238,3.0,Middle Eastern,563 Yonge Street,Toronto,ON,M4Y 1Z2
460,mH_T6JbQkGdWcL0htKvNxA,Uncle Tony's,43.6486015,-79.3749695,2338.262075222072,$$,2,63,4.0,Italian,38 Wellington Street E,Toronto,ON,M5E 1C7
461,GhVfSRnwSLVyP9BF9hT4ig,Tanto,43.64581,-79.4197499,2742.776929994903,$$$,3,27,3.5,Argentine,74 Ossington Avenue,Toronto,ON,M6J 2Y7
462,5TmlKXI6YoE8Y6wKDd7JSA,Pimentas Grill,43.65516,-79.41602,1869.6509310133513,NO $,0,5,4.5,Portuguese,648 College Street,Toronto,ON,M6G 1B8
463,LmIGu7WPby4lm8MpELlOMw,Salad Days,43.6704,-79.38719,1049.265681209522,$,1,119,4.5,Food Stands,Cumberland Terrace,Toronto,ON,M4W 1A1
464,s7Pj1mNYqRTGNOXLOiBafw,Figo,43.6476795733413,-79.3904332696055,1785.3703251817017,$$$,3,222,3.5,Italian,295 Adelaide St W,Toronto,ON,M5V 1P7
465,Q4RSmF0s-AkaegrLFCLEbg,Donatello Restaurant,43.657425,-79.383474,1179.5252838118142,$$$,3,142,4.0,Italian,37 Elm Street,Toronto,ON,M5G 1H1
466,3bvTPnnru-6ub40R30NGZA,ImPerfect Fresh Eats,43.64772,-79.39193,1754.8953973652758,NO $,0,23,4.5,Salad,318 Adelaide Street W,Toronto,ON,M5V 1R2
467,i7_JPit-2kAbtRTLkic2jA,John & Sons Oyster House,43.6504156,-79.3817483,1818.1202109999017,$$$,3,92,4.0,Seafood,56 Temperance Street,Toronto,ON,M5H
468,xsFJZu4nME615byZVrpMGA,Nespresso Boutique Bar,43.6697469,-79.3934129,742.7229685764299,$$,2,52,4.0,French,159 Cumberland Street,Toronto,ON,M5R 1A2
469,IfUkm42SB9D0m_ZbkQ711A,The Fish Store & Sandwiches,43.65491,-79.41627,1900.5171273689095,$,1,138,4.0,Sandwiches,657 College Street,Toronto,ON,M6G 1B7
470,q2f9sfgxdZKPwRKjcd3LDw,Bocconcini Toronto,43.6603,-79.37748,1503.9230939107042,NO $,0,19,4.5,Pizza,96 Gerrard Street E,Toronto,ON,M5B 1G7
471,68PJJkcq_i0SlLqO6t7Qxw,Asian Legend,43.65385,-79.39515,1055.4804983430863,$$,2,221,3.5,Dim Sum,418 Dundas Street W,Toronto,ON,M5T 1G7
472,Cp3YRVZojrCGeQS41Hf1pw,Pho Hung,43.65444,-79.39899,1017.2429051041931,$,1,434,3.0,Vietnamese,350 Spadina Avenue,Toronto,ON,M5T 2G4
473,9HWdRtNS0q4_UkEvL14IfA,Pho Pasteur,43.65248,-79.39892,1220.9534835402574,$$,2,190,3.5,Vietnamese,525 Dundas Street W,Toronto,ON,M5T 1H4
474,WF067eOghIq5_TXrcEPTFw,Pat's Homestyle Jamaican Restaurant,43.64753,-79.4032,1849.7085648156535,$,1,78,3.5,Caribbean,558 Queen Street W,Toronto,ON,M5V 2B5
475,A6bnXx1see4yZSaVVCVDyw,Rolltation,43.65477,-79.3874,1154.9664216342119,$$,2,193,4.0,Sushi Bars,207 Dundas Street W,Toronto,ON,M5G 1C8
476,zb61eT_ChYctlCXcIqlW6Q,Me Va Me Kitchen Express,43.6501486152902,-79.3906454023211,1515.4068756931474,$$,2,160,4.0,Mediterranean,240 Queen Street W,Toronto,ON,M5V 1Z7
477,pwtTn72x7Nqp1imaXw9LvQ,Mercatto,43.6598,-79.38875,677.9544631145657,$$,2,75,3.5,Italian,101 College Street,Toronto,ON,M5G 1L7
478,L57aWr6nxsIXE5wB-7uDag,Hakata Shoryuken,43.6504277578834,-79.3880653381348,1555.2584524337733,NO $,0,2,4.0,Ramen,225 Queen Street W,Toronto,ON,M5V 1Z4
479,xqKmybMBBnbH0jPxcaqw0A,After Dark,43.64569,-79.4104,2283.082373611673,NO $,0,3,4.5,Asian Fusion,859 Queen St W,Toronto,ON,M6J 1G5
480,KS_d3F_eIA6iTo6Wtj2O_w,Smoke's Poutinerie,43.64859,-79.38777,1757.6423609919723,$,1,288,3.5,Fast Food,218 Adelaide Street W,Toronto,ON,M5H 1W7
481,34OwRFftkT7t3iBquazJcg,Avocado Sushi,43.6677895,-79.3883896,767.600531808022,$$,2,47,4.0,Japanese,1105 Bay Street,Toronto,ON,M5S 2B3
482,8I5U8OQ06nSxX2y4PPOWzQ,Japango,43.6551,-79.38524,1238.7080574122144,$$,2,650,3.5,Sushi Bars,122 Elizabeth Street,Toronto,ON,M5G 1P5
483,t6FCO31z5uYrCM26jCaIaA,The Chase Fish & Oyster,43.65111,-79.37947,1891.1325104401985,$$$,3,357,3.5,Seafood,10 Temperance Street,Toronto,ON,M5H 1Y4
484,5WJOM9DefIvLOIrntDIv-A,TrueTrue,43.6503484,-79.3713047,2432.9889227465865,$$,2,127,4.0,Pizza,169 King Street E,Toronto,ON,M5R 1J4
485,Okj0YwamsE5mwsfFkQk_jw,Scollard Variety & Deli,43.6716977,-79.3921869,978.2157306949458,$$,2,23,4.5,Diners,105 Scollard Street,Toronto,ON,M5R 1G4
486,4DLsC4BTUoEqFGusetQVlQ,La Carnita,43.6475853662168,-79.3903893378564,1796.385681972978,$$,2,334,3.5,Mexican,106 John Street,Toronto,ON,M5H 1X9
487,1FL3oE2mqq_EFAYPd1TWUg,Meet Dumplings,43.668,-79.38544,960.7090985989398,$,1,133,3.0,Chinese,649 Yonge Street,Toronto,ON,M4Y 1Z9
488,aHQOfN-PRlx_4dnJ6fPZXA,Patties Express,43.6578559,-79.381882,1264.7575858974342,$,1,122,4.0,Bakeries,4 Elm Street,Toronto,ON,M5G 1G7
489,_PqvLxLW1uZJlJZzGMWErQ,Bubble Republic on Bay,43.65691,-79.3837999,1192.5723267795238,$,1,55,4.0,Taiwanese,637B Bay Street,Toronto,ON,M5G 1M7
490,dulgBrNtDCGjYcbQa2E6uA,Michael's on Simcoe,43.6481895,-79.3867188,1833.9504062789629,$$$$,4,131,4.0,Steakhouses,100 Simcoe Street,Toronto,ON,M5H 3T4
491,ClnWjgG9IMP7EPEu9lPsTg,The Dirty Bird Chicken + Waffles,43.66531,-79.40928,1117.5829405524576,$$,2,64,3.5,Waffles,527 Bloor Street W,Toronto,ON,M5S 1Y5
492,dr3TyPA3uztzD3y_aa_mhQ,The Walton,43.65497,-79.41432,1758.7930314182347,$$,2,37,4.5,Cocktail Bars,607 College Street,Toronto,ON,M6G 1B5
493,eQel7bUz75j0AVKnfsillg,Korean Grill House,43.65051,-79.38934,1502.7922991537127,$$,2,250,3.5,Korean,214 Queen Street W,Toronto,ON,M5V 1Z2
494,ghaj1MZzPW1qXYCZWfoTTw,Live Organic Food Bar,43.67518,-79.40673,1588.6338577747633,$$,2,195,4.0,Live/Raw Food,264 Dupont Street,Toronto,ON,M5R 1V7
495,e6UDJBEIoXBbnXtdwkqIGA,Hot-Star,43.65878,-79.38217,1191.1913730696986,$$,2,248,3.5,Chicken Wings,374A Yonge Street,Toronto,ON,M5B 1S6
496,BUcTdN-rNE8urCCQuxSOQA,Mother's Dumplings,43.65711,-79.39934,744.2910490673393,$$,2,499,3.5,Chinese,421 Spadina Avenue,Toronto,ON,M5T 2A8
497,DKZN5IjHEE_BCDCRLxb7sQ,Mykonos Mediterranean Grill,43.67436,-79.38799,1373.3452080281643,$$,2,86,4.0,Greek,881 Yonge Street,Toronto,ON,M4W 2H2
498,bPq5Hu-kNhzUVE6H_vywyg,Bread & Bowl,43.6562796349288,-79.3906696121643,877.104783464794,$$,2,32,4.0,Sandwiches,2 Murray Street,Toronto,ON,M5G 1X5
499,9NMKFyr3Cw5wt_mlqv3U1g,JINYA Ramen Bar,43.66178,-79.37889,1346.1215613913935,$$,2,203,3.5,Ramen,399 Church Street,Toronto,ON,M5B 2A1
500,yrfDrqPnbJMIzmpAavWm5A,McEwan,43.67008,-79.38636,1068.089207928445,NO $,0,16,3.5,Grocery,1 Bloor Street East,Toronto,ON,M4W 1A9
501,VvSmE1NnTjnaTPHT0WrCaQ,King's Café,43.65421,-79.4021099,1130.4540582355198,$$,2,133,4.0,Chinese,192 Augusta Avenue,Toronto,ON,M5T 2L6
502,3cAy1gxlprn1ue0q3L_ziw,Lee Chen Asian Bistro,43.672372,-79.387436,1210.4513062982808,$$,2,154,3.5,Dim Sum,813 Yonge Street,Toronto,ON,M4W 2G9
503,H29EzY81QdRYNY4hEKWGcQ,Ooshee Mediterranean Oven,43.66848,-79.38678,921.3422714310146,NO $,0,3,5.0,Lebanese,9 Charles Street W,Toronto,ON,M4Y 1R4
504,ErnZ6XLbX3aG9jz3OcyzLg,STAY Cafeteria,43.6554583,-79.3991664,912.850379169048,$,1,128,3.5,Asian Fusion,388 Spadina Avenue,Toronto,ON,M5T 2G5
505,ZE6zl8etiSMrPubDF_iLeg,Sumac Kebab Kitchen,43.65423,-79.39096,1068.9710098797784,$$,2,67,3.5,Persian/Iranian,287 Dundas Street W,Toronto,ON,M5G
506,Bo53nDtkmu0gAWraONir1A,L'espresso Bar Mercurio,43.6676445409309,-79.4005929661036,624.9430875833714,$$,2,134,3.0,Coffee & Tea,321 Bloor Street W,Toronto,ON,M5S 1S5
507,C6vH0qzmcerMkiJy3VO9qA,Estiatorio VOLOS,43.65016,-79.38477,1708.589592137492,$$$,3,294,4.0,Seafood,133 Richmond St W,Toronto,ON,M5H 2L3
508,bAdlbqHs4ayJxOXOUFQDyw,Nami Restaurant,43.650977509378,-79.3754126895,2129.554240260509,$$$,3,148,4.0,Japanese,55 Adelaide Street E,Toronto,ON,M5C 1K6
509,fRu_POqPowUo6nHSRMjOPw,Victor,43.645905,-79.391166,1965.8068107619945,$$$,3,56,4.0,American (Traditional),30 Mercer St,Toronto,ON,M5V
510,KBUjHejDR4Ttsx8TcqWENQ,Imonay House Restaurant,43.6641195,-79.4158477,1623.0244625259168,$$,2,70,4.0,Korean,665 Bloor Street W,Toronto,ON,M6G 1L1
511,3D-FJxp8bsBzm3zJVqs92g,OverEasy Restaurant,43.66869,-79.39585,598.5877803609557,$$,2,155,3.0,Breakfast & Brunch,208 Bloor Street W,Toronto,ON,M5S 3B4
512,Zyq9I7MkxfaRLiKeAm0KOw,ZenQ,43.655101876129,-79.3861730396748,1189.156910455862,NO $,0,20,3.0,Taiwanese,171 Dundas St W,Toronto,ON,M5G 1C7
513,lfkYryDWwYZXDKGZoBltsg,Toronto Big Bowl,43.65571,-79.39367,843.987938392187,NO $,0,4,3.0,Chinese,45 Baldwin St,Toronto,ON,M5T 1L1
514,jqp--3Unhkr0a5_ofPWLEw,Maker Pizza,43.6500907843714,-79.397982352197,1477.5757082149269,$$,2,175,4.0,Pizza,59 Cameron Street,Toronto,ON,M5T 2H1
515,tGBeFfwXCUZOsb0YWiMWIA,Ka Chi Korean Restaurant,43.65447,-79.39933,1030.4143176199696,$,1,126,3.5,Korean,8 Saint Andrew Street,Toronto,ON,M5T 1K6
516,8MXjK1lhVRhU3yGCUv9qsA,Mean Bao,43.6543,-79.39041,1097.203205716703,$,1,94,3.5,Dim Sum,275 Dundas Street W,Toronto,ON,M5T 3K1
517,Pkb75Ma72lVTiLQoqHQkqQ,Socialite Restaurant & Bar,43.65677,-79.40321,937.8114609195899,$$,2,15,3.5,Cocktail Bars,276 Augusta Avenue,Toronto,ON,M5T 2L9
518,VxrvGKfba7rBDNLjc-Wy3A,Ethiopian House Restaurant,43.66673,-79.3856,882.2105011444429,$$,2,156,3.5,Ethiopian,4 Irwin Avenue,Toronto,ON,M4Y 1K9
519,OMhJbPB9LNAdQu1bwuiEIQ,Coach House Restaurant,43.66505,-79.38482,887.7903136892551,$,1,94,3.5,Diners,574 Yonge Street,Toronto,ON,M4Y 1Z3
520,olllmpQVBHwOQmarQro2fw,Over Easy Restaurant,43.6480441867393,-79.377672200254,2230.06670793964,$$,2,128,4.0,Breakfast & Brunch,56 Yonge Street,Toronto,ON,M5E 1G5
521,ND4HKwyHKm56DoIgi1ItRw,Tokyo Smoke,43.6467528323782,-79.4072012230754,2057.008343300614,NO $,0,9,4.0,Cafes,668 Queen Street W,Toronto,ON,M6J 1E5
522,5RcSvs83ksJzQUHvMDMMmw,Diyijia,43.66345,-79.38416,931.158401307834,$$,2,40,3.5,Chicken Shop,512 Yonge Street,Toronto,ON,M4Y 1X9
523,fLU0yUTZ3bArJaWroR9ZaQ,The Eggman,43.6572685,-79.3843765,1128.8908582392448,$,1,9,4.5,Food Trucks,Bay and Elm,Toronto,ON,M5G
524,mFBZcwkHuys0pbyBGOhKoQ,Flock Rotisserie + Greens,43.647493,-79.392508,1773.7637307846153,$$,2,111,4.0,Salad,330 Adelaide Street W,Toronto,ON,M5V 1R4
525,tM_A6uLiKvUCKSdSZxYLYw,Pizza Gigi,43.6616799,-79.40821,1032.4168228476071,$,1,67,3.0,Pizza,189 Harbord Street,Toronto,ON,M5S 1H5
526,oY0f4_iIrWPmQmvdlPNmgw,Cafe 059,43.6582934588708,-79.3998373667953,646.1705780495661,NO $,0,2,5.0,Cafes,1 Spadina Cres,Toronto,ON,M5T 1R8
527,wK1SMAzIpHh-KYbrs7m0nA,California Sandwiches,43.65253,-79.41239,1798.52114243557,$,1,133,4.5,Sandwiches,244 Claremont Street,Toronto,ON,M6J 2N2
528,cefRDEK5O3t_iUuwnmL27Q,Smith,43.6669924,-79.3813287,1227.9373482543022,$$,2,199,3.5,Breakfast & Brunch,553 Church Street,Toronto,ON,M4Y 2E2
529,JOoblYsQjFT-47tkt6om0A,7 West Cafe,43.6685661933329,-79.3865257501602,943.9511675932159,$$,2,367,3.5,Italian,7 Charles Street W,Toronto,ON,M4Y 1R4
530,bK7dxnD1FYuV4mVVVCMeNA,Hey Noodles,43.6532661,-79.396979,1117.8012359366357,$$,2,71,3.5,Chinese,478 Dundas Street W,Toronto,ON,M5T 1H1
531,6eRSdODyj9GS0w6zlhrWkg,Adega Restaurante,43.65732,-79.38323,1202.931751572609,$$$,3,136,4.0,Portuguese,33 Elm St,Toronto,ON,M5G 1H1
532,ukcwpK5MSuZgrCmQRz6Qmw,Ryukyu Shinmen Tondou Ramen,43.655289,-79.414147,1729.1456298123737,$$,2,39,4.0,Ramen,596 College Street,Toronto,ON,M6G 1B4
533,QWbRrFpE-xXAToUbO83Djg,Duff's Famous Wings,43.6557699,-79.4122,1570.6245088724518,$$,2,112,3.5,Chicken Wings,558 College Street,Toronto,ON,M6G 1B1
534,qhUSOEBEmHobLLwIBAW5Ng,Don Alfonso 1890,43.65052,-79.37594,2125.4116896006726,NO $,0,23,4.0,Italian,19 Toronto Street,Toronto,ON,M5C 2R1
535,ZS3l1Q7InA5h4R8nMcFRwg,Noce Restaurant,43.64552,-79.41132,2337.732749706248,$$$,3,61,4.0,Italian,875 Queen Street W,Toronto,ON,M6J 1G5
536,OGVyVfc39fnp8neHRoSYhQ,PI CO.,43.6487058742949,-79.385837487883,1804.1615833167423,NO $,0,25,4.0,Pizza,170 University Ave,Toronto,ON,M5H 3B3
537,3BJhHBe9xEKe8jaIDd8SWg,Tibet Cafe,43.6539,-79.40006,1100.6909070073953,$,1,38,4.0,Himalayan/Nepalese,51 Kensington Avenue,Toronto,ON,M5T 2J8
538,AoItX6upESFG_EowRa05eg,Ave Maria Latin Café,43.6643105,-79.4143295,1507.8481658040532,$,1,29,4.5,Coffee & Tea,631 Bloor Street W,Toronto,ON,M6G 1K8
539,OfDlRD8S27kYocY1HT-fFw,Kung Fu Duck,43.6570702,-79.3993378,750.2446958003344,$$,2,2,4.0,Delicatessen,419 Spadina Avenue,Toronto,ON,M5T 2G6
540,nAnpTnodDchSl9H0f6R2pw,Bhoj Indian Cuisine,43.67277,-79.389,1184.0567521207056,$$,2,53,4.0,Indian,21 Davenport Road,Toronto,ON,M5R 1H2
541,ljmq2IIipLiPgXThcwDgmA,MARBL Restaurant,43.64499,-79.39598,2032.263472839315,NO $,0,8,3.5,American (Traditional),455 King Street West,Toronto,ON,M5V 1K4
542,6Li3eGHOHaqfR9E8oaI1yg,Mr Jerk,43.66721,-79.3732,1862.4260554812436,$,1,76,4.0,Caribbean,209 Wellesley Street E,Toronto,ON,M4X 1G1
543,ucgzkl7atsBMGu4gGpmHfw,Peter Pan Bistro,43.64915,-79.3933799,1579.8891452285698,$$,2,152,3.5,Canadian (New),373 Queen Street W,Toronto,ON,M5V 2A4
544,CsS9WsonGYyE3vINi5bxSg,Barrio Coreano,43.6645245,-79.4150668,1563.6658562550463,$$,2,224,3.5,Korean,642 Bloor Street W,Toronto,ON,M6G 1K9
545,uHGXcZ7Tydcg3HZ74S7Efg,Stratus,43.64663,-79.38114,2188.750034193383,$$$,3,39,4.0,Canadian (New),79 Wellington Street W,Toronto,ON,M5K 1J5
546,T5Y4Mo5fgmU77KrbdRffcw,One Love Vegetarian,43.66669,-79.41199,1372.3325060622637,$$,2,76,4.5,Caribbean,854 Bathurst Street,Toronto,ON,M5R 3G2
547,aT9jGDqTCvVjGjbYC969Rg,Sushi & BBbop,43.65931,-79.38256,1125.3267942595191,$$,2,81,4.5,Sushi Bars,Food Court At Aura,Toronto,ON,M5B 1S8
548,Kxop0nGA-BUrwYD4EGhyPA,Chinese Traditional Buns,43.65295,-79.39909,1180.443861635315,$,1,81,3.5,Chinese,536 Dundas Street W,Toronto,ON,M5T 1H4
549,Jt3ran3c4RrA3ExshaClAw,Ko'ox Hana,43.65473,-79.40231,1080.3135111789043,$$,2,3,5.0,Mexican,214 Augusta Avenue,Toronto,ON,M5T 2L8
550,YXjD1_p0mvZkdI8S_RKdnA,Poke Wrap,43.65808,-79.38191,1248.0145919962313,$$,2,81,4.0,Hawaiian,354 Yonge Street,Toronto,ON,M5B 1S5
551,FZdFVRrC0BUXNZQUypFUaA,Casamiento,43.65473,-79.40231,1080.3135111789043,NO $,0,3,5.0,Salvadoran,214 Augusta Avenue,Toronto,ON,M5T 2L8
552,WzleXDgNBtwNo80gn7CgEg,Mustachio Italian Eatery,43.65621,-79.38326,1269.978511029239,$,1,8,4.5,Pizza,595 Bay St.,Toronto,ON,M5G 1M6
553,F6DRP5pYYYgDOKeVzWFsBw,Bun Saigon Vietnamese Restaurant,43.65164,-79.39783,1304.8411382954675,$,1,86,3.5,Vietnamese,252 Spadina Avenue,Toronto,ON,M5T 2C2
554,84RdNjDKXKzqZlSlT6G6PA,Film Cafe by Eative,43.65506,-79.40246,1061.1265664536622,$,1,117,4.0,Breakfast & Brunch,230 Augusta Avenue,Toronto,ON,M5T 2L6
555,83xQtNti1lQgqWTERfeqcw,Bua Thai Restaurant,43.67481,-79.3969,1290.0056641496592,$$,2,41,4.0,Thai,150 Avenue Rd,Toronto,ON,M5R 2H8
556,G2Z-4U6cDsDQvT6v3FzYmA,Ricarda's,43.6484621,-79.3936807,1655.2920248491198,$$$,3,153,4.0,Mediterranean,134 Peter Street,Toronto,ON,M5V 2H2
557,VtVqCy22D43vtN4WRDD93Q,Mysteriously Yours Dinner Theatre,43.6583645,-79.3830719,1153.6591555421828,$$$$,4,39,3.5,Dinner Theater,33 Gerrard Street W,Toronto,ON,M5G 1Z4
558,vcdgxeTfjFW9SXJmuUVOOg,Beer Batter Fish' N Chips,43.6638048387209,-79.3705035746098,2027.9717679909745,$$,2,17,4.5,Fish & Chips,200 Carlton Street,Toronto,ON,M5A 3A3
559,t41_VSBs7akY2POWNtzqxw,Gyugyuya,43.65497,-79.38638,1178.8458415789153,$$,2,196,3.5,Japanese,177 Dundas Street W,Toronto,ON,M5G 1C7
560,8XCpgcsKOe6sng7qdCMIgg,Ematei Japanese Restaurant,43.65129,-79.3892599,1426.9462547738601,$$,2,158,3.5,Japanese,30 St Patrick Street,Toronto,ON,M5T 3A3
